relation1,relation2,comparison_type,pair1_word1,pair1_word2,pair2_word1,pair2_word2,mean_rating,num_ratings
9a,9a,within-subtype,clothes,dresser,dresser,clothes,4.75,12
2a,2b,between-subtype,fish,fin,herd,elephant,1.5,12
1a,1a,within-subtype,dollar,currency,hair,brown,3.0,11
5a,5a,within-subtype,cherry,red,pizza,cheesy,5.3,10
2a,2a,within-subtype,hand,finger,play,act,5.1,10
5a,8a,between-type,blanket,soft,question,answer,3.1,10
5a,5a,within-subtype,light,bright,steel,strength,5.6,10
4b,4b,within-subtype,dark,light,salty,sweet,4.58333333333,12
9a,9a,within-subtype,bank,money,forest,trees,6.5,10
1a,1a,within-subtype,bird,swan,dollar,currency,4.54545454545,11
4b,3a,between-type,easy,difficult,flammable,inflammable,4.5,10
3a,3a,within-subtype,clean,tidy,pretty,beautiful,6.8,10
1a,1a,within-subtype,oak,tree,politician,senator,4.0,10
8a,8a,within-subtype,cold,sneeze,study,learning,4.9,10
9a,9a,within-subtype,bus,passengers,water,ocean,5.3,10
4b,4c,between-subtype,bad,good,fill,empty,4.0,11
2a,2a,within-subtype,bedroom,bed,shoe,sole,4.2,10
3a,3a,within-subtype,house,dwelling,spectacles,glasses,6.25,12
9a,9a,within-subtype,aquarium,fish,dresser,clothes,6.33333333333,12
8a,8a,within-subtype,cold,sneeze,sex,pregnancy,4.8,10
6a,5a,between-type,object,intangible,priest,holy,3.4,10
10a,10c,between-subtype,camera,distrust,screenplay,movie,1.63636363636,11
9a,9a,within-subtype,dresser,clothes,fish,aquarium,3.0,11
5a,5a,within-subtype,apple,red,steel,strength,3.3,10
2a,2a,within-subtype,bedroom,bed,tastebuds,tongue,3.81818181818,11
6a,6a,within-subtype,beauty,unpleasant,dream,consciousness,2.9,10
9a,9a,within-subtype,hive,bees,water,ocean,4.5,10
8a,8a,within-subtype,disagreement,anger,sex,pregnancy,4.3,10
1a,1a,within-subtype,politician,senator,weather,rain,5.45454545455,11
7d,7c,between-subtype,paint,canvas,trainer,treats,3.1,10
4b,1a,between-type,hairy,bald,wheat,bread,2.2,10
6a,6c,between-subtype,forgiving,vengeful,homework,fun,3.3,10
6a,6c,between-subtype,object,intangible,weakness,strength,4.2,10
3a,3a,within-subtype,boat,ship,careful,cautious,6.0,11
3a,3b,between-subtype,flammable,inflammable,movie,film,2.6,10
7d,7c,between-subtype,fight,war,runner,sneakers,2.8,10
4b,4b,within-subtype,beautiful,hideous,tall,short,5.6,10
1a,1a,within-subtype,politician,senator,wheat,bread,3.9,10
2a,2a,within-subtype,city,block,hand,finger,5.9,10
4b,4b,within-subtype,bright,dark,dull,bright,4.35294117647,17
3b,3a,between-subtype,aversion,hatred,tedious,monotonous,5.0,10
5a,5a,within-subtype,apple,red,baby,bald,5.8,10
7c,7c,within-subtype,doctor,thermometer,maid,broom,5.5,10
6a,6a,within-subtype,color,invisible,object,intangible,4.9,10
3a,3b,between-subtype,house,dwelling,sadness,melancholia,5.9,10
2a,2a,within-subtype,bedroom,bed,bird,wings,4.72727272727,11
8a,8a,within-subtype,repetition,boredom,sweat,run,3.83333333333,12
8a,8a,within-subtype,boredom,repetition,loss,grief,4.27272727273,11
2a,1a,between-type,bouquet,flower,weather,rain,3.72727272727,11
6a,6a,within-subtype,ecstasy,sad,object,intangible,3.5,10
5a,5a,within-subtype,athlete,fit,snow,cold,5.3,10
1a,1a,within-subtype,mammal,porpoise,rodent,mouse,6.6,10
9a,9a,within-subtype,farm,tractor,hive,bees,4.45454545455,11
8a,8a,within-subtype,disagreement,anger,germs,sickness,4.3,10
3a,3b,between-subtype,dress,frock,shower,pour,4.18181818182,11
4b,4b,within-subtype,beautiful,hideous,bright,dark,5.53846153846,13
1a,2a,between-type,hair,brown,tastebuds,tongue,3.54545454545,11
2a,2a,within-subtype,bedroom,bed,bouquet,flower,5.81818181818,11
4b,3a,between-type,difficult,easy,sleep,doze,1.5,10
6a,6c,between-subtype,diseased,health,slavery,freedom,6.18181818182,11
8a,8b,between-subtype,cold,sneeze,thirsty,drink,4.2,10
6a,6a,within-subtype,dream,consciousness,integrity,dishonest,4.1,10
5c,5a,between-subtype,prisoner,punishment,snow,cold,4.2,10
10a,10a,within-subtype,doctor,diagnosis,surgery,hospital,3.2,10
7d,7c,between-subtype,mend,clothing,musician,instrument,3.0,10
9a,9a,within-subtype,airplane,hangar,kitchen,food,5.0,11
4b,4b,within-subtype,chilly,warm,ugly,pretty,5.5,12
3a,3a,within-subtype,dress,frock,make,manufacture,5.35294117647,17
1e,1a,between-subtype,Cobra,snake,mammal,porpoise,4.09090909091,11
4b,4b,within-subtype,tough,weak,warm,cool,5.7,10
4b,4b,within-subtype,bored,excited,fat,thin,5.0,10
3a,3a,within-subtype,run,sprint,urban,city,4.0,10
10a,10a,within-subtype,license,permission,smoke,fire,3.7,10
10a,10c,between-subtype,camera,distrust,sound,recording,1.7,10
8a,8a,within-subtype,tiredness,sleep,workout,sweat,4.3,10
5a,5a,within-subtype,bone,brittle,professor,intellectual,3.5,10
2a,2a,within-subtype,dance,step,dog,tail,4.76470588235,17
2a,2a,within-subtype,bouquet,flower,toe,foot,2.9,10
9a,9a,within-subtype,airplane,hangar,clothes,dresser,6.3,10
3a,3a,within-subtype,beautiful,pretty,old,mature,5.90909090909,11
1e,1a,between-subtype,Ireland,country,bread,wheat,3.54545454545,11
4b,4b,within-subtype,bald,hairy,salty,sweet,5.3,10
1a,1a,within-subtype,pen,ballpoint,wheat,bread,4.08333333333,12
2a,3a,between-type,bedroom,bed,dress,frock,3.0,11
3a,3a,within-subtype,cute,adorable,glass,cup,5.8,10
10a,10a,within-subtype,camera,distrust,love,valentine,1.66666666667,12
10a,10a,within-subtype,cry,help,love,valentine,4.0,10
5a,5a,within-subtype,heat,fire,paper,flimsy,4.0,10
1a,1a,within-subtype,insect,ant,pet,dog,6.0,10
4b,2a,between-type,bright,dark,play,act,1.4,10
2a,2a,within-subtype,computer,mouse,movie,scene,4.4,10
10a,10c,between-subtype,crossbones,poison,ideal,fairytale,2.64285714286,14
3a,3a,within-subtype,flammable,inflammable,make,manufacture,2.9,10
2a,2a,within-subtype,bottle,water,fish,fin,2.54545454545,11
3a,3b,between-subtype,cellphone,mobile,sapling,tree,4.4,10
2a,3a,between-type,bedroom,bed,careful,cautious,2.90909090909,11
4c,4b,between-subtype,hurt,protect,salty,sweet,5.0,11
2a,2b,between-subtype,foot,toe,garden,plot,4.2,10
2a,2a,within-subtype,building,wall,lips,mouth,4.8,10
7c,7c,within-subtype,driver,car,lifeguard,preserver,5.0,10
9a,9a,within-subtype,fish,aquarium,zoo,animals,5.07692307692,13
10a,10a,within-subtype,flashing,caution,pregnancy,baby,3.9,10
2a,1a,between-type,city,block,wheat,bread,2.9,10
1a,1a,within-subtype,bush,astilbe,mammal,porpoise,4.9,10
1a,1a,within-subtype,bird,swan,rodent,mouse,6.08333333333,12
3b,3a,between-subtype,clever,ingenious,restroom,bathroom,5.90909090909,11
10c,10a,between-subtype,book,story,pregnancy,baby,4.2,10
4b,4c,between-subtype,excited,bored,go,stay,3.6,10
4b,1a,between-type,easy,difficult,wheat,bread,2.09090909091,11
4b,4b,within-subtype,difficult,easy,sleepy,energized,5.7,10
3a,2a,between-type,dress,frock,eye,lashes,3.27272727273,11
3a,3a,within-subtype,restroom,bathroom,tedious,monotonous,5.9,10
1a,1a,within-subtype,song,opera,wheat,bread,4.61538461538,13
2a,2a,within-subtype,bottle,water,play,act,4.0,10
8a,8a,within-subtype,fire,burns,showering,cleanliness,5.23076923077,13
8a,8a,within-subtype,sex,pregnancy,study,learning,4.5,10
9a,9a,within-subtype,bathroom,toilet,refrigerator,food,5.9,10
9a,9a,within-subtype,aquarium,fish,school,student,6.18181818182,11
6a,6a,within-subtype,careful,reckless,solid,liquid,5.4,10
7c,7c,within-subtype,doctor,stethoscope,driver,car,6.3,10
5c,5a,between-subtype,ice,cold,pizza,cheesy,4.9,10
7d,7c,between-subtype,execute,criminal,maid,broom,2.6,10
10a,10a,within-subtype,alarm,action,badge,authority,4.18181818182,11
10a,10a,within-subtype,citation,violation,cloud,moisture,4.3,10
10a,10a,within-subtype,doctor,diagnosis,green,go,4.53846153846,13
4b,4b,within-subtype,dirty,clean,dull,bright,6.0,10
2a,3a,between-type,cat,whiskers,house,dwelling,3.9,10
1a,1a,within-subtype,furniture,couch,song,opera,4.63636363636,11
5a,5a,within-subtype,fire,heat,professor,intellectual,4.4,10
8a,8a,within-subtype,injury,pain,loss,grief,6.3,10
10a,10a,within-subtype,handshake,agreement,smoke,fire,4.18181818182,11
4b,4b,within-subtype,big,small,black,white,4.72727272727,11
6a,6a,within-subtype,object,intangible,tidy,messy,4.0,10
9a,9a,within-subtype,bank,money,space,planets,6.4,10
9a,9a,within-subtype,classroom,students,water,ocean,3.45454545455,11
6a,6a,within-subtype,ecstasy,sad,enthusiasm,apathetic,5.6,10
8a,8a,within-subtype,heater,warmth,injury,pain,5.1,10
6a,6a,within-subtype,sight,invisible,tidy,messy,4.9,10
1a,1a,within-subtype,car,mustang,weather,rain,6.4,10
6a,6a,within-subtype,dream,consciousness,empty,full,3.5,10
2a,2a,within-subtype,jeans,zipper,shoe,sole,6.2,10
10a,10a,within-subtype,doctor,diagnosis,flag,nation,2.2,10
9a,9a,within-subtype,cupboard,dishes,farm,tractor,5.08333333333,12
8a,8a,within-subtype,accident,damage,boredom,repetition,4.7,10
1a,2a,between-type,hair,brown,hand,finger,3.16666666667,12
2a,2a,within-subtype,bookcase,shelf,movie,scene,5.27272727273,11
4b,3a,between-type,big,small,tedious,monotonous,1.91666666667,12
2a,4b,between-type,cat,whiskers,thin,fat,1.3,10
9a,9g,between-subtype,fish,aquarium,student,dorm,5.6,10
1a,1a,within-subtype,dog,poodle,mammal,porpoise,5.9,10
2b,2a,between-subtype,album,songs,bookcase,shelf,5.9,10
4b,4b,within-subtype,black,white,thin,fat,5.9,10
10a,3a,between-type,doctor,diagnosis,music,tunes,4.0,11
2a,2a,within-subtype,bicycle,wheel,bunch,grape,3.72727272727,11
7c,7c,within-subtype,policeman,handcuffs,writer,pen,6.27272727273,11
4b,3a,between-type,hot,cold,option,choice,1.6,10
10a,10c,between-subtype,flashing,caution,journal,events,3.4,10
9a,9a,within-subtype,forest,trees,store,shopper,5.63636363636,11
3a,3a,within-subtype,bathroom,restroom,urban,city,5.45454545455,11
10a,10a,within-subtype,buzzer,end,cross,faith,3.1,10
7c,7c,within-subtype,driver,car,librarian,books,5.25,12
10a,10a,within-subtype,bell,dinner,wrinkle,age,3.9,10
1a,10a,between-type,appliance,refrigerator,cloud,moisture,3.6,10
10a,10a,within-subtype,camera,distrust,valentine,love,2.9,10
3a,3a,within-subtype,careful,cautious,cellphone,mobile,5.6,10
8a,2a,between-type,learning,study,play,act,4.7,10
4b,4b,within-subtype,bald,hairy,hungry,satiated,4.63636363636,11
9a,9g,between-subtype,clothes,dresser,infancy,swaddle,2.9,10
9a,9g,between-subtype,clothes,dresser,promotion,raise,2.6,10
5a,5a,within-subtype,steel,strength,steel,strong,5.4,10
9a,9a,within-subtype,carton,milk,milk,carton,5.3,10
2a,9a,between-type,computer,chip,farm,tractor,5.5,10
1e,1a,between-subtype,prince,Charles,weapon,spear,5.0,12
5a,5a,within-subtype,light,bright,pizza,cheesy,6.2,10
8a,8a,within-subtype,germs,sickness,stimulus,response,6.0,10
8a,8a,within-subtype,exercise,fatigue,explosion,damage,5.6,10
1a,1a,within-subtype,bread,wheat,dollar,currency,2.41666666667,12
2a,2a,within-subtype,building,wall,foot,toe,5.58333333333,12
1a,1a,within-subtype,dog,chihuahua,wheat,bread,3.4,10
9a,9a,within-subtype,hangar,airplane,hive,bees,6.0,11
2a,2a,within-subtype,computer,mouse,dog,tail,4.63636363636,11
7c,7c,within-subtype,barber,scissors,driver,car,5.3,10
9a,9a,within-subtype,clothes,dresser,zoo,animals,5.8,10
3a,3a,within-subtype,music,tunes,spectacles,glasses,6.2,10
2a,2a,within-subtype,eye,lashes,movie,scene,5.9,10
1a,1a,within-subtype,bread,wheat,school,university,4.6,10
3a,8a,between-type,careful,cautious,exercise,fatigue,4.0,10
4b,4b,within-subtype,big,small,dirty,clean,3.9,10
6a,6a,within-subtype,diseased,health,integrity,dishonest,4.7,10
10a,10c,between-subtype,license,permission,map,topography,4.1,10
9a,9a,within-subtype,garage,mechanic,milk,carton,3.2,10
2a,1a,between-type,dance,step,hair,brown,2.45454545455,11
8a,8a,within-subtype,accident,damage,sweating,odor,5.45454545455,11
8a,8a,within-subtype,sugar,energy,tragedy,tears,4.3,10
4b,3a,between-type,sleepy,energized,spectacles,glasses,1.52941176471,17
4b,4b,within-subtype,thin,fat,tough,weak,6.25,12
8a,9a,between-type,sadness,tears,store,shopper,3.8,10
8a,4b,between-type,sugar,energy,thin,fat,1.3,10
10a,10a,within-subtype,camera,distrust,help,cry,1.8,10
7c,7c,within-subtype,gardener,trowel,maid,broom,6.6,10
5a,5a,within-subtype,fire,heat,pillow,soft,5.8,10
3a,3a,within-subtype,clean,tidy,sofa,chair,4.33333333333,12
7c,7c,within-subtype,gardener,shovel,housekeeper,broom,6.3,10
1a,1a,within-subtype,clothing,shirt,insect,ant,6.18181818182,11
9a,9a,within-subtype,clothes,dresser,water,ocean,5.0,11
3a,3a,within-subtype,beautiful,pretty,run,sprint,5.8,10
10a,10a,within-subtype,cloud,moisture,pregnancy,baby,4.6,10
7c,7c,within-subtype,pitcher,baseball,surgeon,scalpel,5.8,10
4c,4b,between-subtype,go,stop,smart,stupid,6.3,10
8a,8a,within-subtype,fire,burns,learning,study,4.6,10
4b,4b,within-subtype,hungry,satiated,sleepy,energized,5.2,10
6a,6c,between-subtype,killer,empathetic,night,light,3.30769230769,13
2a,3a,between-type,bedroom,bed,sleep,doze,2.9,10
5a,5a,within-subtype,dog,furry,professor,intellectual,4.5,10
2a,2a,within-subtype,foot,toe,shoe,sole,5.7,10
4b,4b,within-subtype,bald,hairy,hairy,bald,4.7,10
3a,3a,within-subtype,make,manufacture,spectacles,glasses,5.36363636364,11
1a,1a,within-subtype,pen,ballpoint,politician,senator,5.45454545455,11
4b,3a,between-type,big,small,boat,ship,2.9,10
1a,1a,within-subtype,bread,wheat,furniture,couch,4.54545454545,11
7c,7c,within-subtype,doctor,stethoscope,policeman,handcuffs,6.6,10
1a,1a,within-subtype,bush,astilbe,rodent,mouse,5.38461538462,13
7c,7c,within-subtype,musician,instrument,preserver,lifeguard,5.4,10
9g,9a,between-subtype,morning,sunrise,store,shopper,3.8,10
3a,3a,within-subtype,house,abode,house,dwelling,6.33333333333,12
2a,2a,within-subtype,cat,whiskers,dog,tail,6.0,11
4b,4b,within-subtype,fat,thin,smart,stupid,5.27272727273,11
3a,3a,within-subtype,seat,chair,sleep,doze,5.1,10
4b,4b,within-subtype,beautiful,hideous,fast,slow,6.7,10
4b,4c,between-subtype,excited,bored,poop,eat,2.5,12
2a,2a,within-subtype,bicycle,wheel,bouquet,flower,5.36363636364,11
2a,1a,between-type,bouquet,flower,bread,wheat,5.1,10
3a,3a,within-subtype,bathroom,restroom,boat,ship,6.6,10
4c,4b,between-subtype,go,stay,tough,weak,5.6,10
7c,7c,within-subtype,housekeeper,broom,runner,sneakers,5.7,10
5a,5a,within-subtype,snow,cold,sunburn,painful,5.7,10
2a,2a,within-subtype,bouquet,flower,building,wall,5.5,10
5a,5a,within-subtype,fire,heat,pizza,cheesy,4.5,10
7c,7d,between-subtype,chef,knife,close,door,3.0,10
1a,1a,within-subtype,sweater,knit,wheat,bread,4.08333333333,12
2a,2a,within-subtype,shoe,sole,zebra,stripes,5.09090909091,11
9a,9a,within-subtype,bathroom,toilet,farm,tractor,5.5,12
10a,10c,between-subtype,license,permission,screenplay,movie,3.46153846154,13
5a,5a,within-subtype,blanket,soft,sunburn,painful,5.5,10
1a,1a,within-subtype,dog,chihuahua,pet,dog,5.53846153846,13
9g,9a,between-subtype,puberty,hormones,refrigerator,food,4.3,10
6a,6a,within-subtype,careful,reckless,killer,empathetic,4.9,10
7c,5a,between-type,gardener,trowel,priest,holy,3.5,10
5a,5c,between-subtype,fire,hot,star,brightness,5.7,10
7c,7c,within-subtype,housekeeper,broom,surgeon,scalpel,6.0,11
2a,2a,within-subtype,bunch,grape,foot,toe,5.6,10
2a,2a,within-subtype,hand,finger,zebra,stripes,4.61538461538,13
2a,6a,between-type,hand,finger,tidy,messy,1.45454545455,11
1a,1a,within-subtype,oak,tree,song,opera,5.2,10
1a,1a,within-subtype,bread,wheat,weather,rain,4.33333333333,12
2a,1a,between-type,foot,toe,rodent,mouse,3.5,10
4b,4b,within-subtype,fat,thin,love,apathy,4.75,12
5a,5a,within-subtype,prince,charming,steel,tough,4.9,10
8a,8a,within-subtype,question,answer,stimulus,response,6.1,10
5a,5a,within-subtype,candy,sweet,plain,flat,4.5,10
10a,10a,within-subtype,camera,distrust,citation,violation,1.7,10
2a,2a,within-subtype,foot,toe,zebra,stripes,5.41176470588,17
6a,6a,within-subtype,bounty,scarce,enthusiasm,apathetic,4.75,12
4b,4c,between-subtype,dirty,clean,hurt,protect,4.8,10
9g,9a,between-subtype,christmas,presents,water,ocean,4.4,10
3a,3a,within-subtype,bathroom,restroom,pants,trousers,6.6,10
2a,6a,between-type,eye,lashes,liquid,solid,1.35714285714,14
5a,5a,within-subtype,candy,sweet,steel,strength,4.91666666667,12
3a,3a,within-subtype,house,abode,spectacles,glasses,6.5,10
3a,3a,within-subtype,dress,frock,run,sprint,6.0,11
6a,6a,within-subtype,ecstasy,sad,fire,cold,4.8,10
8a,8a,within-subtype,cold,sneeze,exercise,fatigue,5.7,10
8a,8a,within-subtype,learning,study,stimulus,response,4.9,10
4b,10a,between-type,difficult,easy,help,cry,2.3,10
6a,6a,within-subtype,liar,honest,speed,slow,3.7,10
1a,1a,within-subtype,art,abstract,wheat,bread,3.4,10
2a,2a,within-subtype,dog,tail,foot,toe,5.7,10
5a,10a,between-type,fizzy,pop,license,permission,1.9,10
2a,2a,within-subtype,building,wall,jeans,zipper,4.5,10
6a,10a,between-type,ecstasy,sad,thunder,lightning,2.0,10
6a,6a,within-subtype,classic,trendy,sight,invisible,4.9,10
1a,1a,within-subtype,clothing,shirt,rodent,mouse,6.0,12
6a,6a,within-subtype,sensitivity,boorish,solid,liquid,4.1,10
9a,9a,within-subtype,hive,bees,school,student,6.54545454545,11
7c,7c,within-subtype,chef,knife,shooter,gun,6.5,10
1a,1a,within-subtype,automobile,van,car,mustang,5.17647058824,17
7d,7c,between-subtype,hunt,deer,maid,broom,2.0,10
5a,5a,within-subtype,heat,fire,snow,cold,5.4,10
4b,4b,within-subtype,difficult,easy,dull,bright,6.3,10
5a,5a,within-subtype,apple,red,pizza,cheesy,4.81818181818,11
3a,3a,within-subtype,house,dwelling,restroom,bathroom,6.27272727273,11
6a,6a,within-subtype,honest,liar,violence,love,4.7,10
8a,8a,within-subtype,heater,warmth,repetition,boredom,4.3,10
9a,9g,between-subtype,bus,passengers,homeless,poor,2.7,10
4b,4c,between-subtype,dull,bright,eat,fast,3.09090909091,11
2a,2a,within-subtype,bedroom,bed,dance,step,3.66666666667,12
5a,3a,between-type,candy,sweet,cute,adorable,4.41666666667,12
3a,3a,within-subtype,pants,trousers,tedious,monotonous,6.3,10
7c,7c,within-subtype,maid,broom,teacher,chalk,6.3,10
7c,7d,between-subtype,shooter,gun,slay,dragon,2.5,10
9a,9a,within-subtype,closet,clothes,dresser,clothes,6.1,10
2a,2a,within-subtype,play,act,zebra,stripes,3.7,10
10a,10a,within-subtype,citation,violation,love,valentine,5.27272727273,11
10a,8a,between-type,bell,dinner,fire,burns,2.09090909091,11
4b,6a,between-type,bad,good,best,inferior,5.53846153846,13
7c,7c,within-subtype,gardener,shovel,shooter,gun,5.92307692308,13
8a,8b,between-subtype,question,answer,thirsty,drink,5.4,10
7c,7d,between-subtype,gun,shooter,visit,sick,2.0,11
7c,7c,within-subtype,lifeguard,preserver,preserver,lifeguard,4.45454545455,11
5a,5a,within-subtype,blanket,soft,fizzy,pop,4.36363636364,11
4b,4b,within-subtype,bald,hairy,bored,excited,5.0,10
5a,5a,within-subtype,fire,hot,plain,flat,5.3,10
3a,5a,between-type,beautiful,pretty,flimsy,paper,2.90909090909,11
6a,6a,within-subtype,careful,reckless,forgiving,vengeful,6.09090909091,11
6a,6a,within-subtype,careful,reckless,heat,cold,5.6,10
10a,10a,within-subtype,citation,violation,crossbones,poison,3.7,10
2b,2a,between-subtype,pack,wolf,play,act,5.36363636364,11
1a,1a,within-subtype,school,university,song,opera,5.1,10
9a,9a,within-subtype,forest,trees,garage,mechanic,5.2,10
3a,1a,between-type,old,mature,pet,dog,4.18181818182,11
7c,7c,within-subtype,drummer,sticks,writer,pen,6.7,10
2a,1a,between-type,bookcase,shelf,song,opera,3.5,10
8a,8a,within-subtype,fire,burns,hit,injury,6.27272727273,11
4b,1a,between-type,bald,hairy,dog,chihuahua,1.9,10
7c,7c,within-subtype,gun,shooter,writer,pen,4.45454545455,11
3a,3a,within-subtype,boat,ship,urban,city,5.3,10
4b,4b,within-subtype,chilly,warm,dark,light,6.7,10
2a,2a,within-subtype,bird,feathers,dance,step,3.6,10
8a,8a,within-subtype,boredom,repetition,sweating,odor,3.30769230769,13
4b,4c,between-subtype,bald,hairy,despair,joy,5.75,12
8a,8a,within-subtype,accident,damage,workout,sweat,4.81818181818,11
7c,7c,within-subtype,gun,shooter,hairdresser,comb,3.90909090909,11
7c,7c,within-subtype,musician,instrument,shopper,cart,6.1,10
10a,10a,within-subtype,bell,dinner,camera,distrust,1.6,10
6a,6a,within-subtype,integrity,dishonest,object,tangible,2.3,10
4b,4c,between-subtype,easy,difficult,walk,sit,3.33333333333,12
